,call_type,received_timestamp
2151,Medical Incident,1/22/2018
2152,Medical Incident,1/22/2018
2153,Medical Incident,1/22/2018
2154,Medical Incident,1/22/2018
2155,Traffic Collision,1/22/2018
2156,Traffic Collision,1/22/2018
2157,Medical Incident,1/22/2018
2158,Medical Incident,1/22/2018
2159,Medical Incident,1/22/2018
2160,Alarms,1/22/2018
2161,Medical Incident,1/22/2018
2162,Medical Incident,1/22/2018
2163,Alarms,1/22/2018
2164,Alarms,1/22/2018
2165,Medical Incident,1/22/2018
2166,Medical Incident,1/22/2018
2167,Traffic Collision,1/22/2018
2168,Medical Incident,1/22/2018
2169,Medical Incident,1/22/2018
2170,Medical Incident,1/22/2018
2171,Medical Incident,1/22/2018
2172,Alarms,1/22/2018
2173,Medical Incident,1/22/2018
2174,Medical Incident,1/22/2018
2175,Other,1/22/2018
2176,Medical Incident,1/22/2018
2177,Medical Incident,1/22/2018
2178,Alarms,1/22/2018
2179,Medical Incident,1/22/2018
2180,Medical Incident,1/22/2018
2181,Medical Incident,1/22/2018
2182,Medical Incident,1/22/2018
2183,Structure Fire,1/22/2018
2184,Medical Incident,1/22/2018
2185,Structure Fire,1/22/2018
2186,Structure Fire,1/22/2018
2187,Medical Incident,1/22/2018
2188,Alarms,1/22/2018
2189,Citizen Assist / Service Call,1/22/2018
2190,Medical Incident,1/22/2018
2191,Medical Incident,1/22/2018
2192,Alarms,1/22/2018
2193,Medical Incident,1/22/2018
2194,Medical Incident,1/22/2018
2195,Traffic Collision,1/22/2018
2196,Medical Incident,1/22/2018
2197,Medical Incident,1/22/2018
2198,Medical Incident,1/22/2018
2199,Medical Incident,1/22/2018
2200,Medical Incident,1/22/2018
2201,Medical Incident,1/22/2018
2202,Medical Incident,1/22/2018
2203,Structure Fire,1/22/2018
2204,Medical Incident,1/22/2018
2205,Medical Incident,1/22/2018
2206,Medical Incident,1/22/2018
2207,Medical Incident,1/22/2018
2208,Medical Incident,1/22/2018
2209,Medical Incident,1/22/2018
2210,Traffic Collision,1/22/2018
2211,Medical Incident,1/22/2018
2212,Medical Incident,1/22/2018
2213,Medical Incident,1/22/2018
2214,Medical Incident,1/22/2018
2215,Medical Incident,1/22/2018
2216,Traffic Collision,1/22/2018
2217,Medical Incident,1/22/2018
2218,Medical Incident,1/22/2018
2219,Medical Incident,1/22/2018
2220,Medical Incident,1/22/2018
2221,Traffic Collision,1/22/2018
2222,Structure Fire,1/22/2018
2223,Medical Incident,1/22/2018
2224,Traffic Collision,1/22/2018
2225,Medical Incident,1/22/2018
2226,Medical Incident,1/22/2018
2227,Medical Incident,1/22/2018
2228,Medical Incident,1/22/2018
2229,Medical Incident,1/22/2018
2230,Medical Incident,1/22/2018
2231,Medical Incident,1/22/2018
2232,Structure Fire,1/22/2018
2233,Medical Incident,1/22/2018
2234,Alarms,1/22/2018
2235,Medical Incident,1/22/2018
2236,Medical Incident,1/22/2018
2237,Alarms,1/22/2018
2238,Medical Incident,1/22/2018
2239,Medical Incident,1/22/2018
2240,Medical Incident,1/22/2018
2241,Medical Incident,1/22/2018
2242,Medical Incident,1/22/2018
2243,Medical Incident,1/22/2018
2244,Medical Incident,1/22/2018
2245,Medical Incident,1/22/2018
2246,Structure Fire,1/22/2018
2247,Other,1/22/2018
2248,Medical Incident,1/22/2018
2249,Alarms,1/22/2018
2250,Traffic Collision,1/22/2018
2251,Citizen Assist / Service Call,1/22/2018
2252,Medical Incident,1/22/2018
2253,Medical Incident,1/22/2018
2254,Medical Incident,1/22/2018
2255,Medical Incident,1/22/2018
2256,Medical Incident,1/22/2018
2257,Medical Incident,1/22/2018
2258,Medical Incident,1/22/2018
2259,Alarms,1/22/2018
2260,Medical Incident,1/22/2018
2261,Medical Incident,1/22/2018
2262,Medical Incident,1/22/2018
2263,Medical Incident,1/22/2018
2264,Medical Incident,1/22/2018
2265,Structure Fire,1/22/2018
2266,Medical Incident,1/22/2018
2267,Medical Incident,1/22/2018
2268,Medical Incident,1/22/2018
2269,Medical Incident,1/22/2018
2270,Other,1/22/2018
2271,Medical Incident,1/22/2018
2272,Medical Incident,1/22/2018
2273,Medical Incident,1/22/2018
2274,Elevator / Escalator Rescue,1/22/2018
2275,Alarms,1/22/2018
2276,Medical Incident,1/22/2018
2277,Medical Incident,1/22/2018
2278,Medical Incident,1/22/2018
2279,Medical Incident,1/22/2018
2280,Medical Incident,1/22/2018
2281,Medical Incident,1/22/2018
2282,Alarms,1/22/2018
2283,Medical Incident,1/22/2018
2284,Alarms,1/22/2018
2285,Alarms,1/22/2018
2286,Traffic Collision,1/22/2018
2287,Medical Incident,1/22/2018
2288,Medical Incident,1/22/2018
2289,Alarms,1/22/2018
2290,Medical Incident,1/22/2018
2291,Medical Incident,1/22/2018
2292,Traffic Collision,1/22/2018
2293,Medical Incident,1/22/2018
2294,Medical Incident,1/22/2018
2295,Medical Incident,1/22/2018
2296,Structure Fire,1/22/2018
2297,Medical Incident,1/22/2018
2298,Structure Fire,1/22/2018
2299,Medical Incident,1/22/2018
2300,Medical Incident,1/22/2018
2301,Other,1/22/2018
2302,Medical Incident,1/22/2018
2303,Medical Incident,1/22/2018
2304,Medical Incident,1/22/2018
2305,Traffic Collision,1/22/2018
2306,Medical Incident,1/22/2018
2307,Medical Incident,1/22/2018
2308,Medical Incident,1/22/2018
2309,Traffic Collision,1/22/2018
2310,Structure Fire,1/22/2018
2311,Medical Incident,1/22/2018
2312,Medical Incident,1/22/2018
2313,Medical Incident,1/22/2018
2314,Medical Incident,1/22/2018
2315,Medical Incident,1/22/2018
2316,Medical Incident,1/22/2018
2317,Alarms,1/22/2018
2318,Medical Incident,1/22/2018
2319,Medical Incident,1/22/2018
2320,Structure Fire,1/22/2018
2321,Medical Incident,1/22/2018
2322,Medical Incident,1/22/2018
2323,Medical Incident,1/22/2018
2324,Medical Incident,1/22/2018
2325,Medical Incident,1/22/2018
2326,Medical Incident,1/22/2018
2327,Medical Incident,1/22/2018
2328,Medical Incident,1/22/2018
2329,Traffic Collision,1/22/2018
2330,Medical Incident,1/22/2018
2331,Medical Incident,1/22/2018
2332,Medical Incident,1/22/2018
2333,Medical Incident,1/22/2018
2334,Medical Incident,1/22/2018
2335,Alarms,1/22/2018
2336,Structure Fire,1/22/2018
2337,Medical Incident,1/22/2018
2338,Medical Incident,1/22/2018
2339,Alarms,1/22/2018
2340,Medical Incident,1/22/2018
2341,Medical Incident,1/22/2018
2342,Citizen Assist / Service Call,1/22/2018
2343,Alarms,1/22/2018
2344,Alarms,1/22/2018
2345,Medical Incident,1/22/2018
2346,Medical Incident,1/22/2018
2347,Other,1/22/2018
2348,Outside Fire,1/22/2018
2349,Traffic Collision,1/22/2018
2350,Medical Incident,1/22/2018
2351,Structure Fire,1/22/2018
2352,Medical Incident,1/22/2018
2353,Medical Incident,1/22/2018
2354,Structure Fire,1/22/2018
2355,Medical Incident,1/22/2018
2356,Medical Incident,1/22/2018
2357,Medical Incident,1/22/2018
2358,Medical Incident,1/22/2018
2359,Alarms,1/22/2018
2360,Structure Fire,1/22/2018
2361,Medical Incident,1/22/2018
2362,Medical Incident,1/22/2018
2363,Medical Incident,1/22/2018
2364,Medical Incident,1/22/2018
2365,Medical Incident,1/22/2018
2366,Medical Incident,1/22/2018
2367,Medical Incident,1/22/2018
2368,Medical Incident,1/22/2018
2369,Medical Incident,1/22/2018
2370,Medical Incident,1/22/2018
2371,Medical Incident,1/22/2018
2372,Alarms,1/22/2018
2373,Medical Incident,1/22/2018
2374,Medical Incident,1/22/2018
2375,Alarms,1/22/2018
2376,Medical Incident,1/22/2018
2377,Medical Incident,1/22/2018
2378,Medical Incident,1/22/2018
2379,Medical Incident,1/22/2018
2380,Medical Incident,1/22/2018
2381,Medical Incident,1/22/2018
2382,Structure Fire,1/22/2018
2383,Structure Fire,1/22/2018
2384,Structure Fire,1/22/2018
2385,Medical Incident,1/22/2018
2386,Outside Fire,1/22/2018
2387,Other,1/22/2018
2388,Structure Fire,1/22/2018
2389,Medical Incident,1/22/2018
2390,Medical Incident,1/22/2018
2391,Alarms,1/22/2018
2392,Medical Incident,1/22/2018
2393,Citizen Assist / Service Call,1/22/2018
2394,Medical Incident,1/22/2018
2395,Outside Fire,1/22/2018
2396,Medical Incident,1/22/2018
2397,Medical Incident,1/22/2018
2398,Medical Incident,1/22/2018
2399,Medical Incident,1/22/2018
2400,Structure Fire,1/22/2018
2401,Medical Incident,1/22/2018
2402,Alarms,1/22/2018
2403,Structure Fire,1/22/2018
2404,Medical Incident,1/22/2018
2405,Medical Incident,1/22/2018
2406,Medical Incident,1/22/2018
2407,Gas Leak (Natural and LP Gases),1/22/2018
2408,Structure Fire,1/22/2018
2409,Gas Leak (Natural and LP Gases),1/22/2018
2410,Alarms,1/22/2018
2411,Medical Incident,1/22/2018
2412,Medical Incident,1/22/2018
2413,Medical Incident,1/22/2018
2414,Medical Incident,1/22/2018
2415,Medical Incident,1/22/2018
2416,Medical Incident,1/22/2018
2417,Medical Incident,1/22/2018
2418,Alarms,1/22/2018
2419,Structure Fire,1/22/2018
2420,Medical Incident,1/22/2018
2421,Medical Incident,1/22/2018
2422,Medical Incident,1/22/2018
2423,Alarms,1/22/2018
2424,Medical Incident,1/22/2018
2425,Medical Incident,1/22/2018
2426,Medical Incident,1/22/2018
2427,Outside Fire,1/22/2018
2428,Medical Incident,1/22/2018
2429,Medical Incident,1/22/2018
2430,Outside Fire,1/22/2018
2431,Medical Incident,1/22/2018
2432,Alarms,1/22/2018
2433,Alarms,1/22/2018
2434,Medical Incident,1/22/2018
2435,Medical Incident,1/22/2018
2436,Medical Incident,1/22/2018
2437,Medical Incident,1/22/2018
2438,Outside Fire,1/22/2018
2439,Medical Incident,1/22/2018
2440,Medical Incident,1/22/2018
2441,Alarms,1/22/2018
2442,Other,1/22/2018
2443,Medical Incident,1/22/2018
2444,Alarms,1/22/2018
2445,Medical Incident,1/22/2018
2446,Medical Incident,1/22/2018
2447,Alarms,1/22/2018
2448,Medical Incident,1/22/2018
2449,Medical Incident,1/22/2018
2450,Medical Incident,1/22/2018
2451,Medical Incident,1/22/2018
2452,Medical Incident,1/22/2018
2453,Medical Incident,1/22/2018
2454,Other,1/22/2018
2455,Traffic Collision,1/22/2018
2456,Medical Incident,1/22/2018
2457,Medical Incident,1/22/2018
2458,Medical Incident,1/22/2018
2459,Medical Incident,1/22/2018
2460,Medical Incident,1/22/2018
2461,Medical Incident,1/22/2018
2462,Medical Incident,1/22/2018
2463,Medical Incident,1/22/2018
2464,Medical Incident,1/22/2018
2465,Medical Incident,1/22/2018
2466,Alarms,1/22/2018
2467,Medical Incident,1/22/2018
2468,Structure Fire,1/22/2018
2469,Medical Incident,1/22/2018
2470,Medical Incident,1/22/2018
2471,Medical Incident,1/22/2018
2472,Other,1/22/2018
2473,Medical Incident,1/22/2018
2474,Gas Leak (Natural and LP Gases),1/22/2018
2475,Citizen Assist / Service Call,1/22/2018
2476,Medical Incident,1/22/2018
2477,Medical Incident,1/22/2018
2478,Medical Incident,1/22/2018
2479,Medical Incident,1/22/2018
2480,Medical Incident,1/22/2018
2481,Alarms,1/22/2018
2482,Structure Fire,1/22/2018
2483,Structure Fire,1/22/2018
2484,Medical Incident,1/22/2018
2485,Medical Incident,1/22/2018
2486,Alarms,1/22/2018
2487,Medical Incident,1/22/2018
2488,Alarms,1/22/2018
2489,Medical Incident,1/22/2018
2490,Medical Incident,1/22/2018
2491,Alarms,1/22/2018
2492,Medical Incident,1/22/2018
2493,Medical Incident,1/22/2018
2494,Medical Incident,1/22/2018
2495,Medical Incident,1/22/2018
2496,Alarms,1/22/2018
2497,Structure Fire,1/22/2018
2498,Medical Incident,1/22/2018
2499,Medical Incident,1/22/2018
2500,Structure Fire,1/22/2018
2501,Alarms,1/22/2018
2502,Medical Incident,1/22/2018
2503,Medical Incident,1/22/2018
2504,Medical Incident,1/22/2018
2505,Medical Incident,1/22/2018
2506,Medical Incident,1/22/2018
2507,Medical Incident,1/22/2018
2508,Alarms,1/22/2018
2509,Medical Incident,1/22/2018
2510,Structure Fire,1/22/2018
2511,Structure Fire,1/22/2018
2512,Medical Incident,1/22/2018
2513,Medical Incident,1/22/2018
2514,Medical Incident,1/22/2018
2515,Alarms,1/22/2018
2516,Medical Incident,1/22/2018
2517,Medical Incident,1/22/2018
2518,Medical Incident,1/22/2018
2519,Medical Incident,1/22/2018
2520,Medical Incident,1/22/2018
2521,Medical Incident,1/22/2018
2522,Medical Incident,1/22/2018
2523,Medical Incident,1/22/2018
2524,Citizen Assist / Service Call,1/22/2018
2525,Medical Incident,1/22/2018
2526,Medical Incident,1/22/2018
2527,Alarms,1/22/2018
2528,Medical Incident,1/21/2018
2529,Alarms,1/21/2018
2530,Citizen Assist / Service Call,1/21/2018
2531,Water Rescue,1/21/2018
2532,Medical Incident,1/21/2018
2533,Medical Incident,1/21/2018
2534,Electrical Hazard,1/21/2018
2535,Structure Fire,1/21/2018
2536,Medical Incident,1/21/2018
2537,Medical Incident,1/21/2018
2538,Medical Incident,1/21/2018
2539,Medical Incident,1/21/2018
2540,Medical Incident,1/21/2018
2541,Medical Incident,1/21/2018
2542,Medical Incident,1/21/2018
2543,Medical Incident,1/21/2018
2544,Traffic Collision,1/21/2018
2545,Medical Incident,1/21/2018
2546,Medical Incident,1/21/2018
2547,Medical Incident,1/21/2018
2548,Medical Incident,1/21/2018
2549,Medical Incident,1/21/2018
2550,Medical Incident,1/21/2018
2551,Medical Incident,1/21/2018
2552,Medical Incident,1/21/2018
2553,Medical Incident,1/21/2018
2554,Medical Incident,1/21/2018
2555,Structure Fire,1/21/2018
2556,Medical Incident,1/21/2018
2557,Medical Incident,1/21/2018
2558,Structure Fire,1/21/2018
2559,Medical Incident,1/21/2018
2560,Medical Incident,1/21/2018
2561,Train / Rail Incident,1/21/2018
2562,Medical Incident,1/21/2018
2563,Traffic Collision,1/21/2018
2564,Medical Incident,1/21/2018
2565,Medical Incident,1/21/2018
2566,Medical Incident,1/21/2018
2567,Medical Incident,1/21/2018
2568,Outside Fire,1/21/2018
2569,Medical Incident,1/21/2018
2570,Medical Incident,1/21/2018
2571,Medical Incident,1/21/2018
2572,Medical Incident,1/21/2018
2573,Medical Incident,1/21/2018
2574,Structure Fire,1/21/2018
2575,Medical Incident,1/21/2018
2576,Medical Incident,1/21/2018
2577,Medical Incident,1/21/2018
2578,Other,1/21/2018
2579,Medical Incident,1/21/2018
2580,Medical Incident,1/21/2018
2581,Structure Fire,1/21/2018
2582,Alarms,1/21/2018
2583,Medical Incident,1/21/2018
2584,Medical Incident,1/21/2018
2585,Alarms,1/21/2018
2586,Citizen Assist / Service Call,1/21/2018
2587,Medical Incident,1/21/2018
2588,Alarms,1/21/2018
2589,Medical Incident,1/21/2018
2590,Water Rescue,1/21/2018
2591,Medical Incident,1/21/2018
2592,Medical Incident,1/21/2018
2593,Medical Incident,1/21/2018
2594,Medical Incident,1/21/2018
2595,Medical Incident,1/21/2018
2596,Medical Incident,1/21/2018
2597,Medical Incident,1/21/2018
2598,Medical Incident,1/21/2018
2599,Medical Incident,1/21/2018
2600,Medical Incident,1/21/2018
2601,Outside Fire,1/21/2018
2602,Medical Incident,1/21/2018
2603,Outside Fire,1/21/2018
2604,Medical Incident,1/21/2018
2605,Other,1/21/2018
2606,Alarms,1/21/2018
2607,Medical Incident,1/21/2018
2608,Medical Incident,1/21/2018
2609,Traffic Collision,1/21/2018
2610,Structure Fire,1/21/2018
2611,Medical Incident,1/21/2018
2612,Medical Incident,1/21/2018
2613,Medical Incident,1/21/2018
2614,Other,1/21/2018
2615,Medical Incident,1/21/2018
2616,Medical Incident,1/21/2018
2617,Citizen Assist / Service Call,1/21/2018
2618,Medical Incident,1/21/2018
2619,Medical Incident,1/21/2018
2620,Medical Incident,1/21/2018
2621,Structure Fire,1/21/2018
2622,Medical Incident,1/21/2018
2623,Structure Fire,1/21/2018
2624,Medical Incident,1/21/2018
2625,Medical Incident,1/21/2018
2626,Medical Incident,1/21/2018
2627,Medical Incident,1/21/2018
2628,Structure Fire,1/21/2018
2629,Medical Incident,1/21/2018
2630,Traffic Collision,1/21/2018
2631,Medical Incident,1/21/2018
2632,Medical Incident,1/21/2018
2633,Alarms,1/21/2018
2634,Medical Incident,1/21/2018
2635,Medical Incident,1/21/2018
2636,Medical Incident,1/21/2018
2637,Medical Incident,1/21/2018
2638,Medical Incident,1/21/2018
2639,Medical Incident,1/21/2018
2640,Outside Fire,1/21/2018
2641,Medical Incident,1/21/2018
2642,Medical Incident,1/21/2018
2643,Medical Incident,1/21/2018
2644,Traffic Collision,1/21/2018
2645,Medical Incident,1/21/2018
2646,Outside Fire,1/21/2018
2647,Citizen Assist / Service Call,1/21/2018
2648,Alarms,1/21/2018
2649,Structure Fire,1/21/2018
2650,Alarms,1/21/2018
2651,Medical Incident,1/21/2018
2652,Alarms,1/21/2018
2653,Citizen Assist / Service Call,1/21/2018
2654,Train / Rail Incident,1/21/2018
2655,Medical Incident,1/21/2018
2656,Medical Incident,1/21/2018
2657,Alarms,1/21/2018
2658,Medical Incident,1/21/2018
2659,Medical Incident,1/21/2018
2660,Alarms,1/21/2018
2661,Structure Fire,1/21/2018
2662,Medical Incident,1/21/2018
2663,Outside Fire,1/21/2018
2664,Medical Incident,1/21/2018
2665,Medical Incident,1/21/2018
2666,Medical Incident,1/21/2018
2667,Medical Incident,1/21/2018
2668,Medical Incident,1/21/2018
2669,Medical Incident,1/21/2018
2670,Medical Incident,1/21/2018
2671,Medical Incident,1/21/2018
2672,Medical Incident,1/21/2018
2673,Structure Fire,1/21/2018
2674,Medical Incident,1/21/2018
2675,Alarms,1/21/2018
2676,Medical Incident,1/21/2018
2677,Citizen Assist / Service Call,1/21/2018
2678,Medical Incident,1/21/2018
2679,Water Rescue,1/21/2018
2680,Medical Incident,1/21/2018
2681,Medical Incident,1/21/2018
2682,Medical Incident,1/21/2018
2683,Structure Fire,1/21/2018
2684,Medical Incident,1/21/2018
2685,Medical Incident,1/21/2018
2686,Medical Incident,1/21/2018
2687,Medical Incident,1/21/2018
2688,Medical Incident,1/21/2018
2689,Citizen Assist / Service Call,1/21/2018
2690,Medical Incident,1/21/2018
2691,Medical Incident,1/21/2018
2692,Medical Incident,1/21/2018
2693,Alarms,1/21/2018
2694,Medical Incident,1/21/2018
2695,Structure Fire,1/21/2018
2696,Smoke Investigation (Outside),1/21/2018
2697,Medical Incident,1/21/2018
2698,Medical Incident,1/21/2018
2699,Medical Incident,1/21/2018
2700,Structure Fire,1/21/2018
2701,Medical Incident,1/21/2018
2702,Medical Incident,1/21/2018
2703,Train / Rail Incident,1/21/2018
2704,Medical Incident,1/21/2018
2705,Medical Incident,1/21/2018
2706,Medical Incident,1/21/2018
2707,Structure Fire,1/21/2018
2708,Medical Incident,1/21/2018
2709,Vehicle Fire,1/21/2018
2710,Alarms,1/21/2018
2711,Medical Incident,1/21/2018
2712,Medical Incident,1/21/2018
2713,Medical Incident,1/21/2018
2714,Structure Fire,1/21/2018
2715,Medical Incident,1/21/2018
2716,Outside Fire,1/21/2018
2717,Alarms,1/21/2018
2718,Traffic Collision,1/21/2018
2719,Medical Incident,1/21/2018
2720,Medical Incident,1/21/2018
2721,Medical Incident,1/21/2018
2722,Medical Incident,1/21/2018
2723,Medical Incident,1/21/2018
2724,Medical Incident,1/21/2018
2725,Alarms,1/21/2018
2726,Medical Incident,1/21/2018
2727,Medical Incident,1/21/2018
2728,Medical Incident,1/21/2018
2729,Medical Incident,1/21/2018
2730,Medical Incident,1/21/2018
2731,Medical Incident,1/21/2018
2732,Medical Incident,1/21/2018
2733,Medical Incident,1/21/2018
2734,Outside Fire,1/21/2018
2735,Medical Incident,1/21/2018
2736,Medical Incident,1/21/2018
2737,Medical Incident,1/21/2018
2738,Alarms,1/21/2018
2739,Medical Incident,1/21/2018
2740,Structure Fire,1/21/2018
2741,Medical Incident,1/21/2018
2742,Medical Incident,1/21/2018
2743,Alarms,1/21/2018
2744,Medical Incident,1/21/2018
2745,Alarms,1/21/2018
2746,Medical Incident,1/21/2018
2747,Structure Fire,1/21/2018
2748,Medical Incident,1/21/2018
2749,Medical Incident,1/21/2018
2750,Medical Incident,1/21/2018
2751,Medical Incident,1/21/2018
2752,Medical Incident,1/21/2018
2753,Traffic Collision,1/21/2018
2754,Medical Incident,1/21/2018
2755,Medical Incident,1/21/2018
2756,Medical Incident,1/21/2018
2757,Traffic Collision,1/21/2018
2758,Medical Incident,1/21/2018
2759,Medical Incident,1/21/2018
2760,Medical Incident,1/21/2018
2761,Medical Incident,1/21/2018
2762,Medical Incident,1/21/2018
2763,Alarms,1/21/2018
2764,Medical Incident,1/21/2018
2765,Structure Fire,1/21/2018
2766,Medical Incident,1/21/2018
2767,Medical Incident,1/21/2018
2768,Medical Incident,1/21/2018
2769,Citizen Assist / Service Call,1/21/2018
2770,Medical Incident,1/21/2018
2771,Outside Fire,1/21/2018
2772,Structure Fire,1/21/2018
2773,Medical Incident,1/21/2018
2774,Medical Incident,1/21/2018
2775,Citizen Assist / Service Call,1/21/2018
2776,Alarms,1/21/2018
2777,Medical Incident,1/21/2018
2778,Medical Incident,1/21/2018
2779,Medical Incident,1/21/2018
2780,Traffic Collision,1/21/2018
2781,Medical Incident,1/21/2018
2782,Medical Incident,1/21/2018
2783,Outside Fire,1/21/2018
2784,Medical Incident,1/21/2018
2785,Alarms,1/21/2018
2786,Structure Fire,1/21/2018
2787,Alarms,1/21/2018
2788,Structure Fire,1/21/2018
2789,Alarms,1/21/2018
2790,Medical Incident,1/21/2018
2791,Medical Incident,1/21/2018
2792,Medical Incident,1/21/2018
2793,Structure Fire,1/21/2018
2794,Medical Incident,1/21/2018
2795,Medical Incident,1/21/2018
2796,Medical Incident,1/21/2018
2797,Medical Incident,1/21/2018
2798,Medical Incident,1/21/2018
2799,Medical Incident,1/21/2018
2800,Medical Incident,1/21/2018
2801,Medical Incident,1/21/2018
2802,Structure Fire,1/21/2018
2803,Medical Incident,1/21/2018
2804,Medical Incident,1/21/2018
2805,Medical Incident,1/21/2018
2806,Medical Incident,1/21/2018
2807,Medical Incident,1/21/2018
2808,Medical Incident,1/21/2018
2809,Medical Incident,1/21/2018
2810,Water Rescue,1/21/2018
2811,Alarms,1/21/2018
2812,Medical Incident,1/21/2018
2813,Medical Incident,1/21/2018
2814,Medical Incident,1/21/2018
2815,Alarms,1/21/2018
2816,Medical Incident,1/21/2018
2817,Citizen Assist / Service Call,1/21/2018
2818,Outside Fire,1/21/2018
2819,Train / Rail Incident,1/21/2018
2820,Medical Incident,1/21/2018
2821,Medical Incident,1/21/2018
2822,Medical Incident,1/21/2018
2823,Structure Fire,1/21/2018
2824,Medical Incident,1/21/2018
2825,Medical Incident,1/21/2018
2826,Medical Incident,1/21/2018
2827,Medical Incident,1/21/2018
2828,Medical Incident,1/21/2018
2829,Medical Incident,1/21/2018
2830,Medical Incident,1/21/2018
2831,Medical Incident,1/21/2018
2832,Medical Incident,1/21/2018
2833,Alarms,1/21/2018
2834,Medical Incident,1/21/2018
2835,Medical Incident,1/21/2018
2836,Medical Incident,1/21/2018
2837,Structure Fire,1/21/2018
2838,Alarms,1/21/2018
2839,Medical Incident,1/21/2018
2840,Medical Incident,1/21/2018
2841,Alarms,1/21/2018
2842,Traffic Collision,1/21/2018
2843,Fuel Spill,1/21/2018
2844,Outside Fire,1/21/2018
2845,Alarms,1/21/2018
2846,Medical Incident,1/21/2018
2847,Medical Incident,1/21/2018
2848,Medical Incident,1/21/2018
2849,Medical Incident,1/21/2018
2850,Gas Leak (Natural and LP Gases),1/21/2018
2851,Train / Rail Incident,1/21/2018
2852,Medical Incident,1/21/2018
2853,Medical Incident,1/21/2018
2854,Medical Incident,1/21/2018
2855,Outside Fire,1/21/2018
2856,Medical Incident,1/21/2018
2857,Medical Incident,1/21/2018
2858,Medical Incident,1/21/2018
2859,Medical Incident,1/21/2018
2860,Water Rescue,1/21/2018
2861,Medical Incident,1/21/2018
2862,Medical Incident,1/21/2018
2863,Alarms,1/21/2018
2864,Medical Incident,1/21/2018
2865,Structure Fire,1/21/2018
2866,Medical Incident,1/21/2018
2867,Water Rescue,1/21/2018
2868,Medical Incident,1/21/2018
2869,Medical Incident,1/21/2018
2870,Structure Fire,1/21/2018
2871,Medical Incident,1/21/2018
2872,Medical Incident,1/21/2018
2873,Medical Incident,1/21/2018
2874,Medical Incident,1/21/2018
2875,Medical Incident,1/21/2018
2876,Medical Incident,1/21/2018
2877,Medical Incident,1/21/2018
2878,Medical Incident,1/21/2018
2879,Medical Incident,1/21/2018
2880,Medical Incident,1/21/2018
2881,Medical Incident,1/21/2018
2882,Medical Incident,1/21/2018
2883,Medical Incident,1/21/2018
2884,Medical Incident,1/21/2018
2885,Medical Incident,1/21/2018
2886,Citizen Assist / Service Call,1/21/2018
2887,Water Rescue,1/21/2018
2888,Medical Incident,1/21/2018
2889,Medical Incident,1/21/2018
2890,Medical Incident,1/21/2018
2891,Alarms,1/21/2018
2892,Medical Incident,1/21/2018
2893,Medical Incident,1/21/2018
2894,Alarms,1/21/2018
2895,Alarms,1/21/2018
2896,Alarms,1/21/2018
2897,Medical Incident,1/21/2018
2898,Medical Incident,1/21/2018
2899,Medical Incident,1/21/2018
2900,Medical Incident,1/21/2018
2901,Medical Incident,1/21/2018
2902,Medical Incident,1/21/2018
2903,Medical Incident,1/21/2018
2904,Medical Incident,1/21/2018
2905,Medical Incident,1/21/2018
2906,Medical Incident,1/21/2018
2907,Medical Incident,1/21/2018
2908,Outside Fire,1/21/2018
2909,Medical Incident,1/21/2018
2910,Traffic Collision,1/21/2018
2911,Medical Incident,1/21/2018
2912,Medical Incident,1/21/2018
2913,Elevator / Escalator Rescue,1/21/2018
2914,Medical Incident,1/21/2018
2915,Medical Incident,1/21/2018
2916,Medical Incident,1/21/2018
2917,Medical Incident,1/21/2018
2918,Outside Fire,1/21/2018
2919,Medical Incident,1/21/2018
2920,Alarms,1/21/2018
2921,Alarms,1/21/2018
2922,Other,1/21/2018
2923,Structure Fire,1/21/2018
2924,Traffic Collision,1/21/2018
2925,Medical Incident,1/21/2018
2926,Medical Incident,1/21/2018
2927,Medical Incident,1/21/2018
2928,Medical Incident,1/21/2018
2929,Medical Incident,1/21/2018
2930,Medical Incident,1/21/2018
2931,Alarms,1/21/2018
2932,Medical Incident,1/21/2018
2933,Medical Incident,1/21/2018
2934,Medical Incident,1/21/2018
2935,Medical Incident,1/21/2018
2936,Medical Incident,1/21/2018
2937,Medical Incident,1/21/2018
2938,Gas Leak (Natural and LP Gases),1/21/2018
2939,Medical Incident,1/21/2018
2940,Medical Incident,1/21/2018
2941,Alarms,1/21/2018
2942,Traffic Collision,1/21/2018
2943,Medical Incident,1/21/2018
2944,Alarms,1/21/2018
2945,Citizen Assist / Service Call,1/21/2018
2946,Medical Incident,1/21/2018
2947,Medical Incident,1/21/2018
2948,Medical Incident,1/21/2018
2949,Medical Incident,1/21/2018
2950,Structure Fire,1/21/2018
2951,Medical Incident,1/21/2018
2952,Train / Rail Incident,1/21/2018
2953,Medical Incident,1/21/2018
2954,Medical Incident,1/21/2018
2955,Alarms,1/21/2018
2956,Medical Incident,1/21/2018
2957,Structure Fire,1/21/2018
2958,Medical Incident,1/21/2018
2959,Medical Incident,1/21/2018
2960,Medical Incident,1/21/2018
2961,Alarms,1/21/2018
2962,Structure Fire,1/21/2018
2963,Medical Incident,1/21/2018
2964,Medical Incident,1/21/2018
2965,Medical Incident,1/21/2018
2966,Medical Incident,1/21/2018
2967,Outside Fire,1/21/2018
2968,Citizen Assist / Service Call,1/21/2018
2969,Alarms,1/21/2018
2970,Medical Incident,1/21/2018
2971,Alarms,1/21/2018
2972,Medical Incident,1/21/2018
